<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
20/11/18,110290,110320,110290,110300
20/11/18,110300,110440,110290,110440
20/11/18,110430,110430,110380,110410
20/11/18,110420,110460,110420,110440
20/11/18,110430,110460,110420,110440
20/11/18,110430,110440,110380,110390
20/11/18,110390,110400,110370,110400
20/11/18,110400,110420,110340,110350
20/11/18,110360,110390,110350,110350
20/11/18,110360,110370,110340,110350
20/11/18,110350,110370,110290,110290
20/11/18,110290,110310,110250,110270
20/11/18,110250,110260,110140,110200
20/11/18,110200,110220,110130,110140
20/11/18,110140,110210,110140,110200
20/11/18,110190,110220,110160,110190
20/11/18,110200,110220,110180,110220
20/11/18,110210,110220,110180,110190
20/11/18,110190,110220,110180,110220
20/11/18,110200,110250,110190,110230
20/11/18,110230,110250,110210,110210
20/11/18,110220,110300,110220,110270
20/11/18,110270,110270,110210,110230
20/11/18,110220,110220,110170,110180
20/11/18,110170,110190,110130,110150
20/11/18,110150,110180,110110,110170
20/11/18,110170,110170,110120,110150
20/11/18,110140,110220,110130,110210
20/11/18,110200,110230,110160,110170
20/11/18,110180,110290,110180,110290
20/11/18,110280,110330,110220,110220
20/11/18,110230,110240,110180,110200
20/11/18,110200,110210,110100,110110
20/11/18,110120,110130,110080,110080
20/11/18,110090,110100,110050,110050
20/11/18,110060,110090,110010,110010
20/11/18,110020,110120,110020,110100
20/11/18,110100,110140,110090,110100
20/11/18,110100,110120,110090,110120
20/11/18,110120,110120,110070,110120
20/11/18,110100,110220,110100,110220
20/11/18,110210,110220,110130,110130
20/11/18,110130,110170,110110,110160
20/11/18,110150,110170,110100,110120
20/11/18,110130,110250,110100,110230
20/11/18,110230,110260,110200,110250
20/11/18,110260,110280,110230,110250
20/11/18,110240,110250,110210,110220
20/11/18,110220,110230,110190,110190
20/11/18,110200,110280,110180,110280
20/11/18,110280,110300,110230,110240
20/11/18,110230,110280,110200,110220
20/11/18,110230,110230,110180,110220
20/11/18,110220,110240,110200,110220
20/11/18,110210,110250,110150,110170
20/11/18,110160,110200,110150,110180
20/11/18,110190,110270,110190,110260
20/11/18,110250,110370,110250,110340
20/11/18,110360,110360,110280,110280
20/11/18,110280,110350,110280,110330
20/11/18,110340,110340,110270,110270
20/11/18,110300,110400,110290,110390
20/11/18,110380,110410,110330,110330
20/11/18,110350,110410,110330,110410
20/11/18,110400,110530,110380,110480
20/11/18,110490,110540,110480,110510
20/11/18,110500,110510,110430,110440
20/11/18,110460,110460,110410,110440
20/11/18,110460,110490,110410,110450
20/11/18,110460,110460,110380,110410
20/11/18,110430,110430,110360,110400
20/11/18,110400,110460,110400,110410
20/11/18,110400,110420,110350,110350
20/11/18,110350,110350,110280,110310
20/11/18,110300,110330,110290,110330
20/11/18,110340,110390,110330,110390
20/11/18,110360,110400,110310,110320
20/11/18,110310,110360,110250,110250
20/11/18,110250,110320,110240,110250
18/12/18,110080,110250,109570,109820
18/12/18,109820,109980,109820,109880
18/12/18,109880,109920,109820,109840
18/12/18,109850,109860,109720,109820
18/12/18,109810,110020,109800,110020
18/12/18,110030,110030,109830,109900
18/12/18,109900,109910,109840,109860
18/12/18,109840,109890,109730,109760
18/12/18,109760,109920,109750,109830
18/12/18,109830,109900,109810,109880
18/12/18,109890,109900,109820,109820
18/12/18,109830,109970,109780,109940
18/12/18,109920,110060,109890,109910
18/12/18,109910,109950,109820,109840
18/12/18,109840,109840,109690,109710
18/12/18,109700,109790,109660,109740
18/12/18,109730,109750,109650,109670
18/12/18,109660,109740,109620,109720
18/12/18,109720,109800,109680,109680
18/12/18,109670,109720,109660,109710
18/12/18,109710,109730,109670,109690
18/12/18,109700,109730,109630,109710
18/12/18,109720,109780,109690,109780
18/12/18,109780,109780,109700,109700
18/12/18,109710,109730,109700,109700
18/12/18,109700,109720,109580,109610
18/12/18,109600,109640,109550,109640
18/12/18,109630,109690,109610,109690
18/12/18,109690,109700,109530,109530
18/12/18,109530,109580,109460,109490
18/12/18,109480,109530,109480,109490
18/12/18,109490,109570,109460,109560
18/12/18,109560,109560,109440,109500
18/12/18,109500,109550,109480,109540
18/12/18,109530,109570,109500,109550
18/12/18,109540,109570,109510,109540
18/12/18,109530,109590,109520,109580
18/12/18,109590,109600,109560,109600
18/12/18,109600,109640,109590,109640
18/12/18,109630,109670,109590,109670
18/12/18,109670,109760,109660,109730
18/12/18,109730,109730,109660,109690
18/12/18,109690,109750,109660,109730
18/12/18,109720,109790,109690,109700
18/12/18,109700,109720,109650,109670
18/12/18,109670,109690,109650,109660
18/12/18,109650,109830,109650,109780
18/12/18,109770,109780,109740,109770
18/12/18,109770,109840,109760,109780
18/12/18,109780,109850,109780,109820
18/12/18,109820,109850,109780,109810
18/12/18,109800,109820,109740,109740
18/12/18,109730,109740,109670,109690
18/12/18,109690,109720,109650,109700
18/12/18,109690,109730,109680,109730
18/12/18,109720,109730,109670,109730
18/12/18,109730,109860,109720,109840
18/12/18,109840,109870,109780,109780
18/12/18,109790,109850,109790,109830
18/12/18,109820,109930,109820,109900
18/12/18,109900,109910,109810,109850
18/12/18,109860,109990,109800,109920
18/12/18,109910,109930,109810,109840
18/12/18,109850,109870,109800,109830
18/12/18,109830,109850,109690,109720
18/12/18,109720,109760,109670,109750
18/12/18,109750,109800,109730,109790
18/12/18,109790,109880,109760,109880
18/12/18,109880,110050,109820,109990
18/12/18,109990,110070,109950,110010
18/12/18,110010,110020,109910,109940
18/12/18,109940,109950,109820,109850
18/12/18,109850,109890,109810,109870
18/12/18,109890,109890,109840,109870
18/12/18,109870,109900,109820,109880
18/12/18,109890,109950,109870,109870
18/12/18,109880,109900,109850,109880
18/12/18,109880,109920,109860,109860
18/12/18,109870,109930,109860,109870
18/12/18,109860,109900,109820,109890
18/12/18,109890,109970,109830,109830
18/12/18,109830,109910,109820,109890
18/12/18,109910,109940,109890,109890
18/12/18,109910,109940,109880,109930
18/12/18,109930,109970,109850,109930
18/12/18,109940,110010,109920,109950
18/12/18,109950,109960,109800,109850
18/12/18,109870,109870,109720,109740
18/12/18,109740,109860,109730,109810
18/12/18,109790,109840,109770,109780
18/12/18,109780,109970,109780,109940
18/12/18,109940,110040,109940,110030
18/12/18,110040,110050,109940,109950
18/12/18,109970,110000,109960,110000
18/12/18,109990,110020,109980,109990
18/12/18,110000,110010,109930,109980
18/12/18,109990,109990,109930,109970
18/12/18,109970,110030,109930,110000
18/12/18,110000,110030,109980,110020
18/12/18,110040,110140,110020,110060
18/12/18,110070,110160,110040,110040
18/12/18,110060,110060,109980,109980
18/12/18,109970,110020,109930,109940
18/12/18,109950,109970,109850,109910
18/12/18,109900,109930,109810,109880
18/12/18,109880,109920,109860,109880
18/12/18,109890,109900,109740,109770
18/12/18,109780,109810,109710,109810
18/12/18,109810,109860,109760,109810
18/12/18,109810,109860,109770,109850
18/12/18,109840,109960,109830,109910
18/12/18,109930,109950,109890,109890
18/12/18,109890,109910,109860,109890
18/12/18,109900,109950,109890,109920
18/12/18,109910,109980,109900,109930
18/12/18,109940,109950,109870,109870
18/12/18,109870,109930,109870,109880
18/12/18,109880,109900,109810,109820
18/12/18,109830,109830,109680,109700
18/12/18,109680,109730,109650,109670
18/12/18,109670,109680,109480,109500
18/12/18,109490,109560,109440,109510
18/12/18,109510,109530,109200,109220
18/12/18,109230,109320,109230,109260
18/12/18,109260,109290,109130,109170
18/12/18,109170,109210,109030,109040
18/12/18,109040,109170,109030,109140
18/12/18,109150,109170,109070,109150
18/12/18,109150,109180,109120,109160
18/12/18,109150,109180,109120,109160
18/12/18,109170,109290,109150,109270
18/12/18,109280,109330,109250,109320
18/12/18,109320,109410,109290,109410
18/12/18,109410,109420,109350,109390
18/12/18,109400,109440,109380,109400
18/12/18,109410,109450,109400,109450
18/12/18,109440,109490,109430,109440
18/12/18,109430,109470,109410,109430
18/12/18,109430,109440,109350,109390
18/12/18,109380,109430,109360,109420
18/12/18,109420,109490,109410,109440
18/12/18,109440,109470,109390,109450
18/12/18,109460,109510,109430,109450
18/12/18,109440,109440,109370,109410
18/12/18,109400,109430,109380,109390
18/12/18,109380,109450,109380,109420
18/12/18,109430,109470,109380,109410
18/12/18,109420,109420,109380,109400
18/12/18,109390,109390,109350,109390
18/12/18,109380,109390,109260,109270
18/12/18,109260,109360,109260,109330
18/12/18,109330,109350,109280,109330
18/12/18,109330,109360,109320,109330
18/12/18,109340,109370,109300,109330
18/12/18,109340,109380,109250,109370
18/12/18,109370,109410,109340,109410
18/12/18,109410,109450,109350,109350
18/12/18,109360,109450,109350,109410
18/12/18,109420,109550,109410,109540
18/12/18,109540,109580,109460,109480
18/12/18,109480,109550,109480,109500
18/12/18,109510,109530,109490,109510
18/12/18,109520,109520,109500,109510
18/12/18,109520,109520,109450,109500
18/12/18,109500,109510,109450,109460
18/12/18,109470,109470,109390,109410
18/12/18,109410,109470,109390,109460
18/12/18,109470,109500,109440,109440
18/12/18,109440,109560,109440,109550
18/12/18,109550,109630,109540,109630
18/12/18,109630,109680,109600,109610
18/12/18,109600,109630,109550,109630
18/12/18,109640,109650,109590,109620
18/12/18,109620,109780,109620,109700
18/12/18,109700,109820,109690,109800
18/12/18,109790,110000,109790,109920
18/12/18,109940,110010,109870,109930
18/12/18,109920,109940,109790,109800
18/12/18,109810,109810,109720,109730
18/12/18,109730,109800,109700,109740
18/12/18,109740,109800,109730,109790
18/12/18,109790,109810,109750,109760
18/12/18,109770,109770,109700,109730
18/12/18,109720,109750,109720,109730
18/12/18,109740,109740,109650,109690
18/12/18,109680,109720,109610,109670
18/12/18,109690,109710,109650,109710
18/12/18,109710,109740,109660,109680
18/12/18,109690,109740,109670,109720
18/12/18,109730,109780,109680,109690
18/12/18,109690,109730,109690,109710
18/12/18,109710,109720,109690,109710
18/12/18,109710,109710,109610,109610
18/12/18,109620,109670,109600,109630
18/12/18,109630,109650,109540,109610
18/12/18,109610,109610,109510,109570
18/12/18,109570,109600,109550,109590
18/12/18,109580,109610,109580,109610
18/12/18,109600,109630,109600,109620
18/12/18,109630,109650,109570,109600
18/12/18,109590,109660,109570,109640
18/12/18,109650,109790,109650,109770
18/12/18,109760,109780,109720,109770
18/12/18,109770,109780,109680,109700
18/12/18,109700,109720,109680,109720
18/12/18,109720,109750,109700,109700
18/12/18,109710,109710,109650,109680
18/12/18,109680,109710,109670,109700
18/12/18,109690,109740,109690,109740
18/12/18,109740,109790,109720,109790
18/12/18,109780,109820,109750,109750
18/12/18,109740,109780,109740,109750
18/12/18,109750,109750,109710,109730
18/12/18,109740,109740,109620,109660
18/12/18,109650,109660,109480,109510
18/12/18,109520,109590,109510,109580
18/12/18,109580,109580,109510,109510
18/12/18,109510,109560,109480,109560
18/12/18,109560,109560,109480,109530
18/12/18,109530,109580,109490,109500
18/12/18,109490,109510,109420,109470
18/12/18,109480,109520,109460,109460
18/12/18,109460,109470,109310,109420
18/12/18,109420,109420,109350,109380
18/12/18,109370,109400,109320,109370
18/12/18,109370,109380,109330,109360
18/12/18,109360,109400,109320,109400
18/12/18,109390,109410,109370,109390
18/12/18,109390,109410,109360,109360
18/12/18,109370,109370,109290,109370
18/12/18,109350,109390,109330,109370
18/12/18,109360,109430,109360,109370
18/12/18,109370,109410,109300,109380
18/12/18,109370,109440,109370,109400
18/12/18,109380,109460,109330,109450
18/12/18,109450,109490,109390,109410
18/12/18,109420,109480,109390,109460
18/12/18,109450,109490,109420,109420
18/12/18,109430,109440,109400,109430
18/12/18,109420,109450,109380,109420
18/12/18,109420,109560,109400,109520
18/12/18,109520,109550,109430,109460
18/12/18,109460,109460,109390,109400
18/12/18,109410,109530,109400,109460
18/12/18,109450,109540,109450,109490
18/12/18,109490,109520,109470,109520
18/12/18,109520,109540,109460,109520
18/12/18,109520,109530,109470,109510
18/12/18,109510,109550,109500,109520
18/12/18,109540,109580,109500,109530
18/12/18,109530,109570,109530,109540
18/12/18,109550,109580,109510,109540
18/12/18,109540,109560,109450,109480
18/12/18,109470,109520,109460,109460
18/12/18,109470,109540,109460,109500
18/12/18,109500,109510,109430,109450
18/12/18,109470,109490,109430,109450
18/12/18,109470,109500,109420,109430
18/12/18,109430,109440,109420,109430
18/12/18,109420,109460,109410,109440
18/12/18,109440,109510,109440,109490
18/12/18,109490,109500,109470,109470
18/12/18,109480,109520,109470,109520
18/12/18,109520,109570,109480,109500
18/12/18,109490,109500,109450,109490
18/12/18,109490,109510,109440,109440
18/12/18,109440,109490,109430,109460
18/12/18,109480,109480,109410,109420
18/12/18,109420,109470,109420,109460
18/12/18,109460,109470,109380,109400
18/12/18,109400,109430,109370,109370
18/12/18,109370,109390,109330,109390
18/12/18,109390,109410,109370,109400
18/12/18,109390,109440,109380,109410
18/12/18,109420,109430,109380,109430
18/12/18,109440,109460,109420,109440
18/12/18,109450,109490,109430,109490
18/12/18,109490,109510,109470,109500
18/12/18,109490,109550,109450,109450
18/12/18,109450,109470,109450,109450
18/12/18,109460,109530,109450,109510
18/12/18,109510,109530,109440,109440
18/12/18,109440,109460,109430,109450
18/12/18,109460,109460,109410,109450
18/12/18,109440,109450,109340,109340
18/12/18,109340,109380,109310,109380
18/12/18,109370,109400,109340,109370
18/12/18,109370,109400,109350,109380
18/12/18,109370,109390,109350,109390
18/12/18,109380,109380,109300,109330
18/12/18,109320,109340,109260,109320
18/12/18,109320,109320,109230,109280
18/12/18,109290,109300,109260,109300
18/12/18,109300,109300,109230,109270
18/12/18,109280,109310,109250,109310
18/12/18,109300,109350,109290,109340
18/12/18,109360,109360,109320,109320
18/12/18,109320,109390,109320,109320
18/12/18,109320,109360,109280,109360
18/12/18,109350,109370,109320,109330
18/12/18,109340,109340,109260,109260
18/12/18,109260,109270,109210,109230
18/12/18,109220,109250,109210,109230
18/12/18,109230,109240,109190,109210
18/12/18,109210,109220,109180,109220
18/12/18,109220,109270,109200,109250
18/12/18,109240,109250,109210,109240
18/12/18,109240,109270,109230,109270
18/12/18,109270,109270,109240,109270
18/12/18,109280,109300,109240,109250
18/12/18,109240,109260,109230,109250
18/12/18,109240,109250,109190,109220
18/12/18,109210,109250,109200,109250
18/12/18,109250,109350,109230,109320
18/12/18,109320,109340,109310,109330
18/12/18,109340,109360,109320,109340
18/12/18,109340,109390,109330,109370
18/12/18,109380,109390,109340,109360
18/12/18,109360,109360,109340,109360
18/12/18,109360,109370,109300,109320
18/12/18,109340,109350,109330,109350
18/12/18,109350,109360,109320,109350
18/12/18,109350,109380,109320,109370
18/12/18,109370,109370,109330,109340
18/12/18,109340,109340,109280,109290
18/12/18,109290,109340,109280,109330
18/12/18,109330,109360,109320,109360
18/12/18,109360,109420,109350,109380
18/12/18,109370,109450,109370,109380
18/12/18,109390,109440,109380,109440
18/12/18,109440,109470,109420,109460
18/12/18,109440,109470,109410,109460
18/12/18,109450,109470,109440,109450
18/12/18,109450,109460,109380,109400
18/12/18,109390,109460,109390,109440
18/12/18,109450,109460,109430,109440
18/12/18,109440,109460,109430,109450
18/12/18,109450,109480,109430,109480
18/12/18,109480,109560,109460,109550
18/12/18,109560,109560,109470,109490
18/12/18,109490,109610,109460,109580
18/12/18,109580,109730,109540,109700
18/12/18,109710,109760,109670,109730
18/12/18,109730,109740,109650,109660
18/12/18,109660,109850,109660,109850
18/12/18,109840,110000,109830,110000
18/12/18,110000,110020,109860,109890
18/12/18,109880,109960,109840,109950
18/12/18,109940,109990,109890,109960
18/12/18,109950,109970,109820,109840
18/12/18,109840,109890,109820,109850
18/12/18,109840,109870,109830,109850
18/12/18,109850,109870,109820,109870
18/12/18,109860,109880,109830,109830
18/12/18,109840,109870,109830,109830
18/12/18,109830,109890,109820,109820
18/12/18,109820,109840,109760,109770
18/12/18,109770,109830,109760,109820
18/12/18,109810,109860,109800,109820
18/12/18,109820,109840,109770,109780
18/12/18,109790,109810,109740,109810
18/12/18,109810,109840,109810,109820
18/12/18,109810,109870,109800,109840
18/12/18,109840,109850,109800,109800
18/12/18,109800,109870,109800,109870
18/12/18,109870,109920,109870,109910
18/12/18,109920,109960,109910,109950
18/12/18,109950,109970,109910,109910
18/12/18,109930,109940,109860,109870
18/12/18,109880,109890,109820,109830
18/12/18,109820,109840,109800,109830
18/12/18,109840,109890,109830,109880
18/12/18,109870,109880,109860,109870
18/12/18,109870,109880,109840,109840
18/12/18,109850,109870,109840,109850
18/12/18,109840,109840,109800,109810
18/12/18,109820,109900,109820,109900
18/12/18,109900,109930,109880,109890
18/12/18,109900,109990,109890,109940
18/12/18,109930,110010,109930,110010
18/12/18,110010,110150,110010,110090
18/12/18,110100,110150,110010,110050
18/12/18,110060,110090,110030,110060
18/12/18,110070,110080,110010,110020
18/12/18,110030,110060,110010,110040
18/12/18,110060,110070,109990,110000
18/12/18,109990,109990,109920,109940
18/12/18,109940,109940,109880,109880
18/12/18,109880,109890,109830,109840
18/12/18,109840,109840,109680,109700
18/12/18,109710,109800,109700,109760
18/12/18,109780,109780,109730,109780
18/12/18,109780,109780,109730,109750
18/12/18,109750,109760,109700,109710
18/12/18,109700,109740,109670,109740
18/12/18,109730,109750,109680,109690
18/12/18,109690,109690,109630,109650
18/12/18,109650,109650,109580,109590
18/12/18,109600,109610,109550,109570
18/12/18,109570,109640,109560,109590
18/12/18,109580,109660,109550,109660
18/12/18,109660,109740,109650,109710
18/12/18,109690,109750,109690,109740
18/12/18,109750,109760,109680,109700
18/12/18,109710,109850,109710,109830
18/12/18,109820,109850,109700,109740
18/12/18,109740,109750,109690,109720
18/12/18,109720,109730,109700,109730
18/12/18,109720,109830,109710,109830
18/12/18,109830,109840,109800,109820
18/12/18,109820,109840,109790,109790
18/12/18,109780,109830,109760,109800
18/12/18,109800,109860,109790,109820
18/12/18,109810,109850,109800,109850
18/12/18,109850,109860,109790,109800
18/12/18,109810,109830,109780,109820
18/12/18,109820,109900,109810,109860
18/12/18,109860,109910,109860,109880
18/12/18,109880,109900,109750,109750
18/12/18,109760,109780,109710,109710
18/12/18,109700,109750,109680,109730
18/12/18,109720,109850,109700,109810
18/12/18,109800,109810,109790,109800
18/12/18,109780,109810,109780,109780
18/12/18,109770,109870,109770,109870
18/12/18,109860,109890,109840,109870
18/12/18,109870,109970,109870,109960
18/12/18,109950,110030,109940,109980
18/12/18,109980,110090,109970,110070
18/12/18,110080,110120,110040,110060
18/12/18,110070,110090,110040,110060
18/12/18,110060,110100,110020,110030
18/12/18,110030,110040,109960,110000
18/12/18,110000,110040,110000,110020
18/12/18,110020,110040,109980,109980
18/12/18,109980,110100,109980,110050
18/12/18,110070,110100,110010,110010
18/12/18,110010,110030,109920,109930
18/12/18,109930,109940,109830,109830
18/12/18,109840,109910,109830,109870
18/12/18,109860,109870,109820,109860
18/12/18,109860,109910,109840,109860
18/12/18,109870,109940,109870,109900
18/12/18,109890,109900,109830,109870
18/12/18,109870,109920,109840,109850
18/12/18,109860,109890,109810,109830
18/12/18,109830,109920,109830,109890
18/12/18,109900,109930,109780,109830
18/12/18,109840,109910,109840,109890
18/12/18,109890,109930,109760,109840
18/12/18,109850,109910,109760,109780
18/12/18,109780,109890,109780,109860
18/12/18,109870,109910,109870,109900
18/12/18,109890,109890,109780,109790
18/12/18,109790,109900,109780,109880
18/12/18,109890,109910,109870,109910
18/12/18,109900,109920,109840,109840
18/12/18,109850,109930,109850,109920
18/12/18,109920,109950,109870,109940
18/12/18,109950,109960,109890,109910
18/12/18,109920,110020,109920,109970
18/12/18,109970,110170,109960,110160
18/12/18,110150,110250,110140,110220
18/12/18,110220,110230,110140,110150
18/12/18,110160,110180,110130,110160
18/12/18,110150,110170,110090,110100
18/12/18,110090,110150,110070,110130
18/12/18,110130,110180,110120,110130
18/12/18,110110,110140,110080,110130
18/12/18,110140,110310,110120,110280
18/12/18,110280,110350,110280,110310
18/12/18,110290,110310,110250,110280
18/12/18,110290,110300,110200,110200
18/12/18,110210,110290,110200,110280
18/12/18,110280,110330,110240,110240
18/12/18,110250,110360,110240,110250
18/12/18,110250,110290,110160,110180
18/12/18,110190,110200,110120,110140
18/12/18,110160,110160,110100,110110
18/12/18,110110,110200,110100,110120
18/12/18,110120,110140,110060,110130
18/12/18,110140,110210,110140,110170
18/12/18,110170,110330,110170,110300
18/12/18,110300,110310,110210,110220
18/12/18,110220,110240,110170,110190
18/12/18,110190,110220,110160,110170
18/12/18,110160,110200,110100,110100
18/12/18,110110,110140,110060,110110
18/12/18,110120,110160,110100,110140
18/12/18,110150,110190,110120,110170
18/12/18,110170,110250,110170,110210
18/12/18,110220,110300,110210,110210
18/12/18,110200,110220,110130,110140
18/12/18,110140,110140,110050,110090
18/12/18,110090,110160,110080,110160
18/12/18,110160,110180,110090,110130
18/12/18,110130,110130,110090,110090
18/12/18,110090,110200,110090,110170
18/12/18,110180,110200,110150,110200
18/12/18,110200,110240,110150,110230
18/12/18,110220,110240,110190,110200
18/12/18,110210,110220,110170,110210
18/12/18,110210,110260,110210,110230
18/12/18,110240,110310,110210,110300
18/12/18,110300,110380,110290,110320
18/12/18,110320,110360,110310,110340
18/12/18,110330,110420,110320,110390
18/12/18,110390,110440,110390,110400
18/12/18,110400,110510,110390,110510
18/12/18,110510,110540,110490,110530
18/12/18,110510,110540,110450,110480
18/12/18,110490,110510,110430,110430
18/12/18,110430,110470,110410,110410
18/12/18,110420,110440,110340,110360
18/12/18,110360,110370,110300,110310
18/12/18,110310,110390,110270,110360
18/12/18,110360,110380,110220,110240
18/12/18,110250,110260,110180,110200
18/12/18,110200,110220,110180,110200
18/12/18,110220,110250,110120,110230
18/12/18,110040,110060,108920,109770
18/12/18,109780,109820,109210,109690
18/12/18,109700,109800,109670,109800
18/12/18,109810,109860,109730,109730
18/12/18,109720,109830,109720,109800
18/12/18,109800,109830,109750,109800
18/12/18,109790,109830,109770,109780
18/12/18,109770,109820,109700,109800
18/12/18,109810,109890,109760,109820
18/12/18,109830,109860,109790,109840
18/12/18,109830,109840,109770,109790
18/12/18,109780,109850,109770,109850
18/12/18,109850,109860,109790,109800
18/12/18,109810,109850,109810,109810
18/12/18,109800,109840,109800,109840
18/12/18,109830,109850,109750,109750
18/12/18,109750,109750,109680,109690
18/12/18,109700,109720,109650,109670
18/12/18,109660,109710,109650,109660
18/12/18,109680,109720,109650,109700
18/12/18,109700,109710,109640,109660
18/12/18,109660,109660,109600,109600
18/12/18,109600,109630,109570,109580
18/12/18,109580,109580,109470,109530
18/12/18,109530,109550,109440,109460
18/12/18,109450,109460,109290,109460
18/12/18,109450,109530,109410,109460
18/12/18,109450,109470,109360,109420
18/12/18,109420,109490,109400,109440
18/12/18,109440,109450,109380,109450
18/12/18,109450,109510,109410,109510
18/12/18,109490,109510,109410,109440
18/12/18,109430,109500,109430,109480
18/12/18,109490,109550,109480,109540
18/12/18,109540,109550,109480,109520
18/12/18,109530,109550,109470,109500
18/12/18,109490,109540,109470,109500
18/12/18,109520,109550,109500,109550
18/12/18,109540,109550,109530,109550
18/12/18,109540,109550,109520,109530
18/12/18,109540,109550,109480,109480
18/12/18,109480,109540,109450,109520
18/12/18,109510,109550,109510,109510
18/12/18,109500,109510,109470,109480
18/12/18,109490,109520,109400,109450
18/12/18,109460,109490,109380,109480
18/12/18,109490,109520,109460,109510
18/12/18,109500,109550,109500,109510
18/12/18,109510,109540,109500,109520
18/12/18,109520,109550,109510,109530
18/12/18,109540,109550,109520,109540
18/12/18,109540,109550,109510,109520
18/12/18,109530,109540,109490,109500
18/12/18,109510,109520,109460,109480
18/12/18,109480,109480,109420,109440
18/12/18,109440,109450,109400,109400
18/12/18,109400,109400,109320,109350
18/12/18,109350,109390,109270,109320
18/12/18,109330,109350,109280,109320
18/12/18,109310,109320,109250,109290
18/12/18,109290,109310,109230,109250
18/12/18,109240,109350,109240,109320
18/12/18,109340,109380,109320,109350
18/12/18,109350,109350,109300,109330
18/12/18,109340,109380,109330,109370
18/12/18,109360,109450,109350,109450
18/12/18,109450,109500,109450,109490
18/12/18,109490,109510,109440,109470
18/12/18,109480,109520,109470,109500
18/12/18,109490,109550,109470,109510
18/12/18,109510,109570,109490,109520
18/12/18,109530,109530,109480,109510
18/12/18,109500,109510,109470,109490
18/12/18,109470,109490,109450,109480
18/12/18,109490,109520,109480,109510
18/12/18,109500,109550,109470,109480
18/12/18,109490,109490,109450,109490
18/12/18,109490,109530,109490,109530
18/12/18,109520,109530,109500,109520
18/12/18,109530,109570,109530,109540
18/12/18,109540,109580,109510,109570
18/12/18,109570,109580,109530,109560
18/12/18,109560,109560,109520,109530
18/12/18,109530,109530,109500,109500
18/12/18,109500,109510,109490,109490
18/12/18,109490,109500,109460,109500
18/12/18,109490,109490,109450,109460
18/12/18,109470,109470,109410,109450
18/12/18,109440,109440,109380,109380
18/12/18,109380,109410,109380,109400
18/12/18,109400,109400,109320,109360
18/12/18,109360,109430,109360,109420
18/12/18,109410,109470,109410,109450
18/12/18,109440,109470,109420,109420
18/12/18,109430,109440,109410,109430
18/12/18,109420,109460,109410,109450
18/12/18,109460,109520,109450,109500
18/12/18,109500,109500,109470,109480
18/12/18,109480,109510,109480,109500
18/12/18,109480,109480,109430,109480
18/12/18,109480,109480,109420,109420
18/12/18,109420,109440,109400,109440
18/12/18,109450,109500,109440,109490
18/12/18,109500,109560,109500,109540
18/12/18,109550,109550,109480,109510
18/12/18,109510,109510,109460,109490
18/12/18,109500,109500,109430,109460
18/12/18,109460,109460,109430,109460
18/12/18,109450,109480,109430,109480
18/12/18,109490,109530,109480,109510
18/12/18,109510,109550,109490,109550
18/12/18,109560,109560,109480,109500
18/12/18,109520,109560,109510,109530
18/12/18,109530,109640,109530,109580
18/12/18,109580,109630,109550,109600
18/12/18,109620,109780,109620,109750
18/12/18,109730,109740,109650,109650
18/12/18,109660,109670,109600,109600
18/12/18,109600,109660,109600,109660
18/12/18,109650,109660,109620,109620
18/12/18,109620,109650,109570,109590
18/12/18,109580,109640,109560,109590
18/12/18,109590,109600,109520,109530
18/12/18,109520,109550,109490,109540
18/12/18,109540,109560,109490,109530
18/12/18,109530,109530,109390,109460
18/12/18,109470,109480,109440,109460
18/12/18,109440,109450,109400,109400
18/12/18,109400,109410,109380,109400
18/12/18,109390,109440,109360,109440
18/12/18,109440,109480,109430,109430
18/12/18,109450,109490,109430,109460
18/12/18,109450,109480,109410,109420
18/12/18,109430,109480,109420,109460
18/12/18,109470,109510,109470,109510
18/12/18,109500,109500,109400,109410
18/12/18,109400,109460,109400,109460
18/12/18,109450,109460,109420,109420
18/12/18,109420,109430,109400,109410
18/12/18,109410,109420,109380,109390
18/12/18,109390,109430,109370,109430
18/12/18,109420,109460,109410,109450
18/12/18,109430,109470,109430,109440
18/12/18,109460,109470,109440,109440
18/12/18,109430,109440,109420,109420
18/12/18,109430,109450,109430,109440
18/12/18,109440,109450,109440,109440
18/12/18,109430,109440,109410,109430
18/12/18,109420,109420,109360,109390
18/12/18,109390,109420,109380,109420
18/12/18,109430,109480,109430,109470
18/12/18,109480,109480,109450,109450
18/12/18,109450,109450,109420,109440
18/12/18,109430,109440,109400,109440
18/12/18,109430,109430,109400,109430
18/12/18,109430,109440,109390,109410
18/12/18,109420,109420,109390,109400
18/12/18,109410,109420,109370,109380
18/12/18,109390,109450,109360,109420
18/12/18,109420,109420,109350,109370
18/12/18,109360,109420,109360,109410
18/12/18,109400,109400,109380,109390
18/12/18,109400,109430,109380,109390
18/12/18,109380,109380,109340,109360
18/12/18,109350,109390,109340,109380
18/12/18,109380,109380,109330,109330
18/12/18,109330,109390,109330,109390
18/12/18,109390,109390,109370,109380
18/12/18,109380,109390,109370,109370
18/12/18,109370,109400,109370,109390
18/12/18,109400,109400,109350,109360
18/12/18,109360,109370,109330,109330
18/12/18,109330,109330,109270,109280
18/12/18,109290,109290,109230,109250
18/12/18,109260,109330,109230,109310
18/12/18,109300,109320,109280,109300
